name,address_city,address_street_name,address_street_number,address_postal_code,country_of_domicile,birth_date,nationality,passport_number,passport_issue_date,passport_expiry_date,gender,phone_number,email_address,marital_status,secondary_school,higher_education,employment_history,aum,inheritance_details,real_estate_details,investment_risk_profile,investment_horizon,investment_experience,type_of_mandate,preferred_markets,currency,address,client_id
Caroline Aline Jost,Vevey,Rue des Délices,54,8393,Switzerland,1972-05-17,Swiss,WL4093124,2022-12-10,2032-12-09,F,004 651 13 90,caroline.jost@swissinfo.ch,married,"{'name': 'Kantonsschule Liestal Basel-Landschaft', 'graduation_year': 1992}","[{'university': 'Bern University of Applied Sciences', 'graduation_year': 1995}]","[{'start_year': 1996, 'end_year': 2000, 'company': 'NZZ Mediengruppe', 'position': 'Journalist', 'salary': 66000}, {'start_year': 2000, 'end_year': 2004, 'company': 'NZZ Mediengruppe', 'position': 'Editor', 'salary': 85000}, {'start_year': 2005, 'end_year': 2008, 'company': 'SRF Schweizer Radio und Fernsehen', 'position': 'Publisher', 'salary': 113000}, {'start_year': 2010, 'end_year': None, 'company': 'Tamedia AG', 'position': 'TV/Radio Host', 'salary': 803000}]","{'savings': 1300000, 'inheritance': 1680000, 'real_estate_value': 11259000}","{'relationship': 'father', 'inheritance year': 2010, 'profession': 'Tech Entrepreneur'}","[{'property type': 'flat', 'property value': 1439000, 'property location': 'Vevey'}, {'property type': 'villa', 'property value': 5410000, 'property location': 'Kreuzlingen'}, {'property type': 'villa', 'property value': 4410000, 'property location': 'Schaffhausen'}]",Considerable,Medium,Experienced,Discretionary,['Switzerland'],CHF,"{'city': 'Vevey', 'street name': 'Rue des Délices', 'street number': 54, 'postal code': '8393'}",6862
Robert Fournier Guillaume,Marseille,Avenue de Choisy,25,39343,France,1968-01-20,French,PR7873122,2017-03-01,2027-02-28,M,+33 01 66 77 02 56,robert.guillaume@icloud.com,married,"{'name': 'Lycée Claude Debussy', 'graduation_year': 1987}","[{'university': 'École nationale supérieure des arts décoratifs', 'graduation_year': 1992}]","[{'start_year': 1991, 'end_year': 1992, 'company': 'Canal+ Group', 'position': 'Journalist', 'salary': 29000}, {'start_year': 1993, 'end_year': 1996, 'company': 'TF1 Group', 'position': 'Editor', 'salary': 48000}, {'start_year': 1996, 'end_year': 1999, 'company': 'TF1 Group', 'position': 'Publisher', 'salary': 70000}, {'start_year': 2000, 'end_year': 2023, 'company': 'Vivendi S.A.', 'position': 'TV/Radio Host', 'salary': 659000}]","{'savings': 1150000, 'inheritance': 3880000, 'real_estate_value': 1750000}","{'relationship': 'father', 'inheritance year': 2011, 'profession': 'Real Estate Developer'}","[{'property type': 'townhouse', 'property value': 1750000, 'property location': 'Marseille'}]",Low,Medium,Experienced,Discretionary,"['Spain', 'France']",EUR,"{'city': 'Marseille', 'street name': 'Avenue de Choisy', 'street number': 25, 'postal code': '39343'}",9472
Suárez Ibáñez López,Barcelona,Plaza de la Libertad,88,75223,Spain,1993-12-30,Spanish,,2024-05-31,2034-05-30,M,+34 601 743 733,suarez.lopez@yahoo.es,married,"{'name': 'IES Félix Rodríguez de la Fuente Oviedo', 'graduation_year': 2012}","[{'university': 'Complutense University of Madrid', 'graduation_year': 2018}]","[{'start_year': 2017, 'end_year': 2019, 'company': 'Esteve Teijin Healthcare S.L.', 'position': 'Research Scientist', 'salary': 23000}, {'start_year': 2020, 'end_year': 2024, 'company': 'PharmaMar S.A.', 'position': 'Clinical Trials Manager', 'salary': 35000}]","{'savings': 30000, 'inheritance': 2200000, 'real_estate_value': 990000}","{'relationship': 'grandfather', 'inheritance year': 2019, 'profession': 'Oil and Gas Executive'}","[{'property type': 'condo', 'property value': 990000, 'property location': 'Barcelona'}]",Moderate,Long-Term,Experienced,Discretionary,"['Spain', 'Netherlands']",EUR,"{'city': 'Barcelona', 'street name': 'Plaza de la Libertad', 'street number': 88, 'postal code': '75223'}",3148
Lynn Roth,Winterthur,Grand-Rue,29,9455,Switzerland,1955-02-13,Swiss,EE2828400,2017-04-29,2027-04-28,F,+41 080 925 70 24,lynn.roth@freedom.ch,married,"{'name': 'Gymnase Augustinien Fribourg', 'graduation_year': 1973}","[{'university': 'University of Lucerne', 'graduation_year': 1979}]","[{'start_year': 1979, 'end_year': 1983, 'company': 'Varo Energy AG', 'position': 'Drilling Engineer', 'salary': 66000}, {'start_year': 1984, 'end_year': 1987, 'company': 'Oiltanking Switzerland AG', 'position': 'Reservoir Engineer', 'salary': 97000}, {'start_year': 1987, 'end_year': 2015, 'company': 'Petrolift AG', 'position': 'Operations Manager', 'salary': 942000}]","{'savings': 1680000, 'inheritance': 0, 'real_estate_value': 5700000}",{},"[{'property type': 'villa', 'property value': 5700000, 'property location': 'Winterthur'}]",Considerable,Short,Experienced,Advisory,['Switzerland'],CHF,"{'city': 'Winterthur', 'street name': 'Grand-Rue', 'street number': 29, 'postal code': '9455'}",3974
Aino Vilma Ruotsalainen,Tulln an der Donau,Währinger Straße,45,9272,Austria,1954-06-22,Finnish,QE2440853,2023-09-24,2033-09-23,F,711 031 2328,aino.ruotsalainen@upc.at,widowed,"{'name': 'Heinolan lukio', 'graduation_year': 1974}","[{'university': 'Lahti University of Applied Sciences', 'graduation_year': 1978}]","[{'start_year': 1978, 'end_year': 1983, 'company': 'ExxonMobil Austria', 'position': 'Drilling Engineer', 'salary': 50000}, {'start_year': 1983, 'end_year': 2015, 'company': 'ExxonMobil Austria', 'position': 'Reservoir Engineer', 'salary': 323000}]","{'savings': 630000, 'inheritance': 0, 'real_estate_value': 5220000}",{},"[{'property type': 'townhouse', 'property value': 1030000, 'property location': 'Tulln an der Donau'}, {'property type': 'villa', 'property value': 1880000, 'property location': 'Kokkola'}, {'property type': 'villa', 'property value': 2310000, 'property location': 'Oulu'}]",Moderate,Medium,Experienced,Discretionary,"['Austria', 'Finland']",EUR,"{'city': 'Tulln an der Donau', 'street name': 'Währinger Straße', 'street number': 45, 'postal code': '9272'}",9640
García Gil Navarro,Castellón de la Plana,Calle de Serranos,46,35024,Spain,1994-05-11,Spanish,BD8980670,2021-11-17,2031-11-16,M,+34 605 260 620,garcia.navarro@telefonica.es,single,"{'name': 'IES Andrés Laguna Segovia', 'graduation_year': 2014}","[{'university': 'IE University', 'graduation_year': 2017}]","[{'start_year': 2018, 'end_year': None, 'company': 'Elcano Shipping Company S.A.', 'position': 'Ship Broker', 'salary': 29000}]","{'savings': 30000, 'inheritance': 1470000, 'real_estate_value': 2960000}","{'relationship': 'grandfather', 'inheritance year': 2017, 'profession': 'Private Equity Manager'}","[{'property type': 'house', 'property value': 1730000, 'property location': 'Castellón de la Plana'}, {'property type': 'house', 'property value': 1230000, 'property location': 'Zaragoza'}]",Considerable,Medium,Experienced,Advisory,"['Spain', 'Finland']",EUR,"{'city': 'Castellón de la Plana', 'street name': 'Calle de Serranos', 'street number': 46, 'postal code': '35024'}",8792
África Carmen Ibáñez,Toledo,Plaza de la Trinidad,26,70847,Spain,2001-01-22,Spanish,QL6579197,2020-10-20,2025-10-19,F,+34 665 705 188,africa.ibanez@vodafone.es,single,"{'name': 'IES María Zambrano Sevilla', 'graduation_year': 2019}","[{'university': 'CEU San Pablo University', 'graduation_year': 2013}]",[],"{'savings': 0, 'inheritance': 1540000, 'real_estate_value': 0}","{'relationship': 'grandfather', 'inheritance year': 2018, 'profession': 'Hedge Fund Manager'}",[],High,Long-Term,Inexperienced,Advisory,['Spain'],EUR,"{'city': 'Toledo', 'street name': 'Plaza de la Trinidad', 'street number': 26, 'postal code': '70847'}",6608
Lilli Frieda Uhlig,Stuttgart,Leipziger Straße,98,93401,Germany,1984-07-11,German,RT9846143,2018-11-29,2028-11-28,F,1305 093194,lilli.uhlig@freenet.de,married,"{'name': 'Walther-Rathenau-Schule', 'graduation_year': 2004}","[{'university': 'Hamburg University of Applied Sciences', 'graduation_year': 2009}]","[{'start_year': 2008, 'end_year': 2011, 'company': 'Uniper SE', 'position': 'Drilling Engineer', 'salary': 39000}, {'start_year': 2013, 'end_year': 2016, 'company': 'Wintershall DEA GmbH', 'position': 'Reservoir Engineer', 'salary': 62000}, {'start_year': 2016, 'end_year': None, 'company': 'Wintershall DEA GmbH', 'position': 'Operations Manager', 'salary': 146000}]","{'savings': 210000, 'inheritance': 2090000, 'real_estate_value': 1988000}","{'relationship': 'grandmother', 'inheritance year': 2019, 'profession': 'Private Equity Manager'}","[{'property type': 'townhouse', 'property value': 1178000, 'property location': 'Stuttgart'}, {'property type': 'flat', 'property value': 810000, 'property location': 'Stuttgart'}]",Considerable,Long-Term,Expert,Discretionary,"['Germany', 'Finland']",EUR,"{'city': 'Stuttgart', 'street name': 'Leipziger Straße', 'street number': 98, 'postal code': '93401'}",4963
Fabbri Celli,Florence,Corso Vittorio Emanuele II,31,24023,Italy,1993-12-06,Italian,QV2595162,2022-02-07,2032-02-06,M,+39 321 1752942,fabbri.celli@fastweb.it,single,"{'name': 'Scuola Media Statale Giancarlo Siani Napoli', 'graduation_year': 2013}","[{'university': 'Italian Institute of Nuclear Physics (INFN)', 'graduation_year': 2016}]","[{'start_year': 2017, 'end_year': 2018, 'company': 'Reply S.p.A.', 'position': 'Software Developer', 'salary': 27000}, {'start_year': 2020, 'end_year': None, 'company': 'Reply S.p.A.', 'position': 'Startup Founder', 'salary': 51000}]","{'savings': 40000, 'inheritance': 4280000, 'real_estate_value': 1600000}","{'relationship': 'grandmother', 'inheritance year': 2018, 'profession': 'Corporate Lawyer'}","[{'property type': 'house', 'property value': 1600000, 'property location': 'Florence'}]",Moderate,Medium,Expert,Discretionary,['Italy'],EUR,"{'city': 'Florence', 'street name': 'Corso Vittorio Emanuele II', 'street number': 31, 'postal code': '24023'}",4399
Malatesta Silvestri,Tulln an der Donau,Schlossallee,91,4801,Austria,1972-07-05,Italian,PA7220137,2021-02-03,2031-02-02,M,+43 428 014 0288,malatesta.silvestri@kabsi.at,married,"{'name': 'Istituto Magistrale Statale Maria Gaetana Agnesi Genova', 'graduation_year': 1991}","[{'university': 'American University of Rome', 'graduation_year': 1996}]","[{'start_year': 2000, 'end_year': 2005, 'company': 'Austria Trend Hotels', 'position': 'General Manager', 'salary': 41000}, {'start_year': 2005, 'end_year': 2006, 'company': 'Steigenberger Hotel', 'position': 'Regional Vice President', 'salary': 60000}, {'start_year': 2008, 'end_year': None, 'company': 'Sacher Hotels', 'position': 'CEO', 'salary': 430000}]","{'savings': 660000, 'inheritance': 4310000, 'real_estate_value': 1886000}","{'relationship': 'father', 'inheritance year': 2010, 'profession': 'Stock Trader'}","[{'property type': 'townhouse', 'property value': 1116000, 'property location': 'Tulln an der Donau'}, {'property type': 'condo', 'property value': 770000, 'property location': 'Modena'}]",Low,Medium,Experienced,Discretionary,"['Austria', 'Finland']",EUR,"{'city': 'Tulln an der Donau', 'street name': 'Schlossallee', 'street number': 91, 'postal code': '4801'}",9486
Ilona Friso Van Dijk,Hengelo,Raadhuisstraat,68,8952 63,Netherlands,1971-05-05,Dutch,PS5298565,2024-11-24,2034-11-23,F,+31 06 21549117,ilona.vandijk@casema.nl,divorced,"{'name': 'Westfriesgymnasium Hoorn', 'graduation_year': 1990}","[{'university': 'TNO - Netherlands Organisation for Applied Scientific Research', 'graduation_year': 1995}]","[{'start_year': 1996, 'end_year': 2001, 'company': 'NLR - Netherlands Aerospace Centre', 'position': 'Aerospace Engineer', 'salary': 62000}, {'start_year': 2001, 'end_year': 2005, 'company': 'Fokker Technologies B.V.', 'position': 'Program Manager', 'salary': 60000}, {'start_year': 2005, 'end_year': None, 'company': 'Fokker Technologies B.V.', 'position': 'Director of Operations', 'salary': 471000}]","{'savings': 870000, 'inheritance': 850000, 'real_estate_value': 2400000}","{'relationship': 'grandmother', 'inheritance year': 2015, 'profession': 'Private Equity Manager'}","[{'property type': 'villa', 'property value': 2400000, 'property location': 'Hengelo'}]",Considerable,Short,Experienced,Advisory,"['Switzerland', 'Netherlands']",EUR,"{'city': 'Hengelo', 'street name': 'Raadhuisstraat', 'street number': 68, 'postal code': '8952 63'}",8554
Federica Martina Donati,Messina,Via Condotti,91,15481,Italy,1999-05-08,Italian,GZ3125622,2018-08-26,2028-08-25,F,+39 383 6346746,federica.donati@outlook.com,married,"{'name': 'Liceo Musicale Ottorino Respighi Bologna', 'graduation_year': 2018}","[{'university': 'Normal Superior School of Pisa', 'graduation_year': 2023}]","[{'start_year': 2024, 'end_year': None, 'company': 'Galleria degli Uffizi', 'position': 'Art Dealer', 'salary': 24000}]","{'savings': 0, 'inheritance': 1500000, 'real_estate_value': 0}","{'relationship': 'grandmother', 'inheritance year': 2016, 'profession': 'Corporate Lawyer'}",[],Moderate,Medium,Inexperienced,Advisory,"['Austria', 'Italy']",EUR,"{'city': 'Messina', 'street name': 'Via Condotti', 'street number': 91, 'postal code': '15481'}",2852
Kammermann Weber,Thun,Obere Hauptgasse,23,8642,Switzerland,1979-11-16,Swiss,IN4056670,2019-10-25,2029-10-24,M,++358 048 677 28 56,kammermann.weber@freedom.ch,married,"{'name': 'École secondaire de Saint-Imier Bern', 'graduation_year': 1999}","[{'university': 'University of Neuchâtel', 'graduation_year': 2004}]","[{'start_year': 2003, 'end_year': 2008, 'company': 'Zurich Cantonal Bank', 'position': 'Investment Banker', 'salary': 83000}, {'start_year': 2010, 'end_year': 2014, 'company': 'UBS AG', 'position': 'Private Equity Investor', 'salary': 87000}, {'start_year': 2016, 'end_year': None, 'company': 'Zurich Cantonal Bank', 'position': 'Hedge Fund Manager', 'salary': 200000}]","{'savings': 330000, 'inheritance': 3360000, 'real_estate_value': 9180000}","{'relationship': 'grandfather', 'inheritance year': 2006, 'profession': 'Stock Trader'}","[{'property type': 'flat', 'property value': 2320000, 'property location': 'Thun'}, {'property type': 'villa', 'property value': 4520000, 'property location': 'Schaffhausen'}, {'property type': 'flat', 'property value': 2340000, 'property location': 'Locarno'}]",Moderate,Short,Experienced,Advisory,"['Switzerland', 'Italy']",CHF,"{'city': 'Thun', 'street name': 'Obere Hauptgasse', 'street number': 23, 'postal code': '8642'}",536
Legrand Garcia Bertrand,Grenoble,Rue de Bretagne,47,71326,France,1963-09-19,French,LV6818074,2019-09-18,2029-09-17,M,+33 02 22 27 28 74,legrand.bertrand@gmail.com,divorced,"{'name': 'Lycée Montaigne', 'graduation_year': 1981}","[{'university': 'IUT de Grenoble', 'graduation_year': 1988}, {'university': 'HEC Paris', 'graduation_year': 1990}]","[{'start_year': 1987, 'end_year': 1988, 'company': 'Legrand S.A.', 'position': 'Plant Manager', 'salary': 33000}, {'start_year': 1988, 'end_year': 2024, 'company': 'Legrand S.A.', 'position': 'Operations Director', 'salary': 373000}]","{'savings': 730000, 'inheritance': 0, 'real_estate_value': 4960000}",{},"[{'property type': 'villa', 'property value': 3570000, 'property location': 'Grenoble'}, {'property type': 'flat', 'property value': 1390000, 'property location': 'Aix-en-Provence'}]",Moderate,8 weeks,Experienced,Discretionary,"['Austria', 'France']",EUR,"{'city': 'Grenoble', 'street name': 'Rue de Bretagne', 'street number': 47, 'postal code': '71326'}",3980
Galli Esposito Romano,Trieste,Piazza del Duomo,77,13090,Italy,1966-03-03,Italian,RN3246948,2023-12-06,2033-12-05,M,+39 390 1143682,galli.romano@yahoo.com,single,"{'name': 'Istituto Tecnico Agrario Statale Francesco De Sanctis Foggia', 'graduation_year': 1983}","[{'university': 'University of Naples Federico II', 'graduation_year': 1989}]","[{'start_year': 1989, 'end_year': 1992, 'company': 'Galleria degli Uffizi', 'position': 'Art Dealer', 'salary': 26000}, {'start_year': 1993, 'end_year': 1995, 'company': 'Pinacoteca di Brera', 'position': 'Gallery Owner', 'salary': 38000}, {'start_year': 1995, 'end_year': 1997, 'company': 'Museo Poldi Pezzoli', 'position': 'Art Advisor', 'salary': 59000}, {'start_year': 1998, 'end_year': 2002, 'company': 'Galleria degli Uffizi', 'position': 'Curator', 'salary': 92000}, {'start_year': 2002, 'end_year': None, 'company': 'Galleria degli Uffizi', 'position': 'Museum Director', 'salary': 949000}]","{'savings': 1510000, 'inheritance': 3400000, 'real_estate_value': 940000}","{'relationship': 'father', 'inheritance year': 2009, 'profession': 'Oil and Gas Executive'}","[{'property type': 'condo', 'property value': 940000, 'property location': 'Trieste'}]",Low,Short,Experienced,Discretionary,['Italy'],EUR,"{'city': 'Trieste', 'street name': 'Piazza del Duomo', 'street number': 77, 'postal code': '13090'}",8766
Ricci Moretti Esposito,Brescia,Via Roma,32,64846,Italy,2000-03-05,Italian,YK1252482,2018-10-18,2028-10-17,M,388 8872555,ricci.esposito@yahoo.com,married,"{'name': 'Liceo Scientifico Enrico Fermi Bologna', 'graduation_year': 2018}","[{'university': 'University of Turin', 'graduation_year': 2022}]","[{'start_year': 2024, 'end_year': None, 'company': 'Costa Crociere S.p.A.', 'position': 'Ship Broker', 'salary': 29000}]","{'savings': 0, 'inheritance': 2480000, 'real_estate_value': 0}","{'relationship': 'grandfather', 'inheritance year': 2015, 'profession': 'Oil and Gas Executive'}",[],Considerable,Long-Term,Inexperienced,Discretionary,['Italy'],EUR,"{'city': 'Brescia', 'street name': 'Via Roma', 'street number': 32, 'postal code': '64846'}",704
Ferrari Conti Romano,Udine,Via Giulia,15,32253,Italy,1978-07-25,Italian,XP2751940,2018-12-09,2028-12-08,M,+39 341 9868285,ferrari.romano@alice.it,single,"{'name': 'Liceo Musicale Arrigo Boito Parma', 'graduation_year': 1997}","[{'university': 'Bocconi University', 'graduation_year': 2001}]","[{'start_year': 2003, 'end_year': 2006, 'company': 'UniCredit S.p.A.', 'position': 'Investment Banker', 'salary': 28000}, {'start_year': 2008, 'end_year': None, 'company': 'Banca Monte dei Paschi di Siena S.p.A.', 'position': 'Private Equity Investor', 'salary': 116000}]","{'savings': 200000, 'inheritance': 2480000, 'real_estate_value': 1743000}","{'relationship': 'grandmother', 'inheritance year': 2010, 'profession': 'Venture Capitalist'}","[{'property type': 'flat', 'property value': 783000, 'property location': 'Udine'}, {'property type': 'condo', 'property value': 960000, 'property location': 'Udine'}]",High,Short,Expert,Discretionary,['Italy'],EUR,"{'city': 'Udine', 'street name': 'Via Giulia', 'street number': 15, 'postal code': '32253'}",5079
