name,first_name,middle_name,last_name,passport_number,currency,address_city,address_street_name,address_street_number,address_postal_code,country_of_domicile,phone_number,email_address,address,client_id
Agnes Frederikke Højgaard,Agnes,Frederikke,Højgaard,LL6278464,DKK,Horsens,Nygårdsvej,78,3291,Denmark,+45 76 52 91 83,agnes.hjgaard@telenor.dk,"{'city': 'Horsens', 'street name': 'Nygårdsvej', 'street number': 78, 'postal code': '3291'}",676
Møller Petersen Nielsen,Møller,Petersen,Nielsen,ES3817993,DKK,Skanderborg,Park Allé,24,6814,Denmark,+45 88 52 47 55,mller.nielsen@yahoo.com,"{'city': 'Skanderborg', 'street name': 'Park Allé', 'street number': 24, 'postal code': '6814'}",8614
Wolf Bauer Weber,Wolf,Bauer,Weber,GK0165866,EUR,Münster,Sendlinger-Tor-Platz,38,27746,Germany,5460 641925,wolf.weber@gmail.com,"{'city': 'Münster', 'street name': 'Sendlinger-Tor-Platz', 'street number': 38, 'postal code': '27746'}",5937
Møller Jørgensen Oddershede,Møller,Jørgensen,Oddershede,EK9503038,DKK,Gentofte,Fiolstræde,94,4488,Denmark,14 36 43 38,mller.oddershede@tiscali.dk,"{'city': 'Gentofte', 'street name': 'Fiolstræde', 'street number': 94, 'postal code': '4488'}",6548
Veenhoven Jansen Brinkman,Veenhoven,Jansen,Brinkman,NM7838163,EUR,Leeuwarden,Noordeinde,46,1543 55,Netherlands,06 17165264,veenhoven.brinkman@upcmail.nl,"{'city': 'Leeuwarden', 'street name': 'Noordeinde', 'street number': 46, 'postal code': '1543 55'}",3806
Weber Schulz,Weber,,Schulz,PR7730841,EUR,San Sebastián,Calle de la Estrella,47,70953,Spain,+34 621 904 20,weber.schulz@hotmail.com,"{'city': 'San Sebastián', 'street name': 'Calle de la Estrella', 'street number': 47, 'postal code': '70953'}",9500
Jacqueline Lina Schultz,Jacqueline,Lina,Schultz,WG9025986,EUR,Berlin,Friedrichstraße,69,33092,Germany,+49 0422 942184,jacqueline.schultz@outlook.com,"{'city': 'Berlin', 'street name': 'Friedrichstraße', 'street number': 69, 'postal code': '33092'}",682
Rossi Conti Russo,Rossi,Conti,Russo,LD3492771,EUR,Cartagena,Calle de la Reina Cristina,25,69777,Spain,+34 699 691 482,rossi.russo@hotmail.es,"{'city': 'Cartagena', 'street name': 'Calle de la Reina Cristina', 'street number': 25, 'postal code': '69777'}",9732
Federica Gaia Belli,Federica,Gaia,Belli,XO6806832,EUR,Palermo,Via del Corso,42,84886,Italy,+39 315 3123315,federica.belli@aruba.it,"{'city': 'Palermo', 'street name': 'Via del Corso', 'street number': 42, 'postal code': '84886'}",3208
Jacqueline Helga Richter,Jacqueline,Helga,Richter,VM1175145,EUR,Mannheim,Unter den Linden,38,,Germany,8695 356900,jacqueline.richter@o2online.de,"{'city': 'Mannheim', 'street name': 'Unter den Linden', 'street number': 38, 'postal code': ''}",4811
Hiltunen Piirainen Paananen,Hiltunen,Piirainen,Paananen,YV4609926,EUR,Seinäjoki,Tehtaankatu,38,65006,Finland,048 675 67 87,hiltunen.paananen@outlook.com,"{'city': 'Seinäjoki', 'street name': 'Tehtaankatu', 'street number': 38, 'postal code': '65006'}",8284
Angelica Gabriella Russo,Angelica,Gabriella,Russo,ST5782082,EUR,Taranto,Galleria Vittorio Emanuele II,30,70967,Italy,+39 351 9259400,angelica.russo@virgilio.it,"{'city': 'Taranto', 'street name': 'Galleria Vittorio Emanuele II', 'street number': 30, 'postal code': '70967'}",9356
Aline Florine Suter,Aline,Florine,Suter,UJ5017377,CHF,Schaffhausen,Rue de la Cite,74,7420,Switzerland,+41 043 079 50 22,aline.suter@outlook.com,"{'city': 'Schaffhausen', 'street name': 'Rue de la Cite', 'street number': 74, 'postal code': '7420'}",1907
Hernández Sánchez,Hernández,,Sánchez,XX6007346,EUR,Zaragoza,Plaza de la Constitución,33,76189,Spain,+34 621 084 591,hernandez.sanchez@yahoo.es,"{'city': 'Zaragoza', 'street name': 'Plaza de la Constitución', 'street number': 33, 'postal code': '76189'}",4449
Henriette Jacqueline Bauer,Henriette,Jacqueline,Scholz,WS8227972,EUR,Frankfurt am Main,Wilhelm-Leuschner-Platz,71,11162,Germany,+49 7766 568219,henriette.bauer@gmail.com,"{'city': 'Frankfurt am Main', 'street name': 'Wilhelm-Leuschner-Platz', 'street number': 71, 'postal code': '11162'}",1309
Laaksonen Seppälä,Laaksonen,,Seppälä,WN5075150,EUR,Jarvenpää,Unioninkatu,46,83261,Finland,+358 043 789 07 33,laaksonen.seppala@finet.fi,"{'city': 'Jarvenpää', 'street name': 'Unioninkatu', 'street number': 46, 'postal code': '83261'}",9958
Álvarez López Rodríguez,Álvarez,López,Rodríguez,VO4418375,EUR,Toledo,Calle de las Huertas,86,69093,Spain,620 635 399,alvarez.rodriguez@gmail.es,"{'city': 'Toledo', 'street name': 'Calle de las Huertas', 'street number': 86, 'postal code': '69093'}",6910
Fabbri Marini Bianchi,Fabbri,Marini,Bianchi,IS9109259,EUR,Rome,Corso Vittorio Emanuele II,94,42559,Italy,387 0666154,fabbri.bianchi@tiscali.it,"{'city': 'Rome', 'street name': 'Corso Vittorio Emanuele II', 'street number': 94, 'postal code': '42559'}",9164
Frieda Diana Koch,Frieda,Diana,Koch,BP9784588,EUR,Augsburg,Zeil,58,37755,Germany,+49 8780 448562,frieda.koch@outlook.com,"{'city': 'Augsburg', 'street name': 'Zeil', 'street number': 58, 'postal code': '37755'}",6570
Faure Marchand Pierre,Faure,Marchand,Pierre,VH8463598,EUR,Brest,Rue de Sèvres,5,74145,France,+33 05 27 91 17 16,faure.pierre@gmail.com,"{'city': 'Brest', 'street name': 'Rue de Sèvres', 'street number': 5, 'postal code': '74145'}",488
Larissa Barbara Roth,Barbara,Larissa,Roth,KU8882009,CHF,Chur,Marktgasse,75,8168,Switzerland,+41 052 223 26 16,larissa.roth@hotmail.com,"{'city': 'Chur', 'street name': 'Marktgasse', 'street number': 75, 'postal code': '8168'}",9538
Lang Wagner Binder,Lang,Wagner,Binder,,EUR,Düsseldorf,Schlossplatz,51,07591,Germany,3513 093304,lang.binder@freenet.de,"{'city': 'Düsseldorf', 'street name': 'Schlossplatz', 'street number': 51, 'postal code': '07591'}",3002
Jonna Heta Hiltunen,Jonna,Heta,Hiltunen,WX3955297,EUR,Tuusula,Neitsytpolku,93,40487,Finland,+358 042 490 02 51,jonna.hiltunen@luukku.com,"{'city': 'Tuusula', 'street name': 'Neitsytpolku', 'street number': 93, 'postal code': '40487'}",1755
Josefine Luisa Hofer,Josefine,Luisa,Hofer,CH4928165,EUR,Saalfelden,Reichsbrücke,73,0389,Austria,586 310 4036,josefine.hofer@outlook.com,"{'city': 'Saalfelden', 'street name': 'Reichsbrücke', 'street number': 73, 'postal code': '0389'}",4227
Karen Gundersen,Karen,,Gundersen,PW4390265,EUR,Gmunden,Franz-Josef-Kai,52,0629,Austria,+43 113 276 9411,karen.gundersen@telekom.at,"{'city': 'Gmunden', 'street name': 'Franz-Josef-Kai', 'street number': 52, 'postal code': '0629'}",4829
Lina Charlotte Klein,Lina,Charlotte,Klein,QT6795397,EUR,Heidelberg,Potsdamer Platz,40,35748,Germany,+49 4806 622723,lina.klein@freenet.de,"{'city': 'Heidelberg', 'street name': 'Potsdamer Platz', 'street number': 40, 'postal code': '35748'}",1567
Helmi Essi Peltola,Helmi,Essi,Peltola,ME6520443,EUR,Nurmijärvi,Kolmas linja,56,41824,Finland,+358 043 470 57 50,helmi.peltola@gmail.com,"{'city': 'Nurmijärvi', 'street name': 'Kolmas linja', 'street number': 56, 'postal code': '41824'}",4015
Dubois Lemaître Fournier,Dubois,Lemaître,Fournier,IE0770081,EUR,Nice,Boulevard Richard Lenoir,50,79481,France,+33 09 66 33 78 77,dubois.fournier@gmail.com,"{'city': 'Nice', 'street name': 'Boulevard Richard Lenoir', 'street number': 50, 'postal code': '79481'}",6742
Camille Fatima Janssens,Camille,Fatima,Janssens,AT1569403,EUR,Hasselt,Rue du Houblon,68,1816,Belgium,+32 0442 657 761,camille.janssens@voo.be,"{'city': 'Hasselt', 'street name': 'Rue du Houblon', 'street number': 68, 'postal code': '1816'}",7690
Peltola Heikkinen Laine,Peltola,Heikkinen,Laine,XX3332534,EUR,Kajaani,Tehtaankatu,88,03945,Finland,+358 049 284 14 28,peltola.laine@outlook.com,"{'city': 'Kajaani', 'street name': 'Tehtaankatu', 'street number': 88, 'postal code': '03945'}",3230
Adèle Léa Moens,Adèle,Léa,Moens,OG2310798,EUR,Lokeren,Boulevard Anspach,58,5696,Belgium,+32 0422 136 670,adele.moens@skype.be,"{'city': 'Lokeren', 'street name': 'Boulevard Anspach', 'street number': 58, 'postal code': '5696'}",1103
Sofia Santoro,Sofia,,Santoro,VZ2980172,EUR,Verona,Via del Teatro Valle,9,03954,Italy,+39 340 2897321,sofia.santoro@icloud.com,"{'city': 'Verona', 'street name': 'Via del Teatro Valle', 'street number': 9, 'postal code': '03954'}",4471
Emma Lea Graf,Emma,Lea,Graf,LP9596944,EUR,Mödling,Blutgasse,39,0845,Austria,+43 472 589 8974,emma.graf@kabsi.at,"{'city': 'Mödling', 'street name': 'Blutgasse', 'street number': 39, 'postal code': '0845'}",6326
Maassen Jansen De Jong,Maassen,Jansen,De Jong,UO3621031,EUR,Haarlem,Utrechtsedwarsstraat,60,9270 84,Netherlands,+31 06 32822103,maassen.dejong@live.nl,"{'city': 'Haarlem', 'street name': 'Utrechtsedwarsstraat', 'street number': 60, 'postal code': '9270 84'}",3654
Veenhoven Voorn Van der Meer,Veenhoven,Voorn,Van der Meer,VM7364160,EUR,Zaandam,Langegracht,91,8862 00,Netherlands,06 67926151,veenhoven.vandermeer@gmail.com,"{'city': 'Zaandam', 'street name': 'Langegracht', 'street number': 91, 'postal code': '8862 00'}",2786
Emma Sabrina Huber,Emma,Sabrina,Huber,WE4553477,EUR,Amstetten,Leopoldstraße,67,8895,Austria,+43 450 782 0453,emma.huber@upc.at,"{'city': 'Amstetten', 'street name': 'Leopoldstraße', 'street number': 67, 'postal code': '8895'}",9960
Vandenberghe Peeters Thiry,Vandenberghe,Peeters,Thiry,ED0640176,EUR,Genk,Rue de la Madeleine,47,1771,Belgium,+32 0452 640 532,vandenberghe.thiry@hotmail.com,"{'city': 'Genk', 'street name': 'Rue de la Madeleine', 'street number': 47, 'postal code': '1771'}",6114
Juliette Camille Robert,Juliette,Camille,Robert,DI1915093,EUR,Strasbourg,Boulevard Raspail,55,48139,France,+33 08 31 33 13 46,juliette.robert@numericable.fr,"{'city': 'Strasbourg', 'street name': 'Boulevard Raspail', 'street number': 55, 'postal code': '48139'}",3466
Friso Fleur Smeets,Friso,Fleur,Smeets,RQ5580026,EUR,Oss,Nieuwegeinseweg,,9933 33,Netherlands,+31 06 04403705,friso.smeets@home.nl,"{'city': 'Oss', 'street name': 'Nieuwegeinseweg', 'street number': '', 'postal code': '9933 33'}",6928
Dekkers Bakker Schipper,Dekkers,Bakker,Schipper,FX7149405,EUR,Doetinchem,Grote Markt,41,6989 04,Netherlands,06 79402162,dekkers.schipper@hotmail.com,"{'city': 'Doetinchem', 'street name': 'Grote Markt', 'street number': 41, 'postal code': '6989 04'}",1331
Anniina Heikkinen,Anniina,,Heikkinen,CH7063333,EUR,Vantaa,Korkeavuorenkatu,95,97919,Finland,+358 045 725 16 62,anniina.heikkinen@saunalahti.fi,"{'city': 'Vantaa', 'street name': 'Korkeavuorenkatu', 'street number': 95, 'postal code': '97919'}",5791
Burkart Frey Kaufmann,Burkart,Frey,Kaufmann,JS5896358,CHF,Frauenfeld,Place de la Navigation,12,7071,Switzerland,006 134 88 61,burkart.kaufmann@icloud.com,"{'city': 'Frauenfeld', 'street name': 'Place de la Navigation', 'street number': 12, 'postal code': '7071'}",4643
Ida Juliane Schmitt,Ida,Juliane,Schmitt,WF8307684,EUR,Fürth,Luisenstraße,35,50355,Germany,+49 8025 275319,ida.schmitt@t-online.de,"{'city': 'Fürth', 'street name': 'Luisenstraße', 'street number': 35, 'postal code': '50355'}",5557
Laaksonen Viitanen Koskinen,Laaksonen,Viitanen,Koskinen,OH2807625,EUR,Vaasa,Kaisaniemenkatu,26,17795,Finland,+358 046 096 04 50,laaksonen.koskinen@dnainternet.fi,"{'city': 'Vaasa', 'street name': 'Kaisaniemenkatu', 'street number': 26, 'postal code': '17795'}",4485
Schneider Schwarz Binder,Schneider,Schwarz,Binder,QC2988766,EUR,Wels,Landstraßer Hauptstraße,29,7945,Austria,+43 057 730 0854,schneider.binderoutlook.com,"{'city': 'Wels', 'street name': 'Landstraßer Hauptstraße', 'street number': 29, 'postal code': '7945'}",7200
Suárez Sánchez Martínez,Suárez,Sánchez,Martínez,CZ6988730,EUR,Zaragoza,Calle de Serranos,11,62694,Spain,693 387 532,suarez.martinez@gmail.es,"{'city': 'Zaragoza', 'street name': 'Calle de Serranos', 'street number': 11, 'postal code': '62694'}",8248
Anne Eva Wagemakers,Anne,Eva,Wagemakers,YP3275148,EUR,Hoofddorp,Beethovenstraat,75,7159 56,Netherlands,+31 06 00366494,anne.wagemakers@hotspots.nl,"{'city': 'Hoofddorp', 'street name': 'Beethovenstraat', 'street number': 75, 'postal code': '7159 56'}",2772
Gisèle Céline Meier,Gisèle,Céline,Meier,UN6156388,EUR,Caen,Boulevard Arago,30,97172,France,05 09 31 09 68,gisele.meier@laposte.net,"{'city': 'Caen', 'street name': 'Boulevard Arago', 'street number': 30, 'postal code': '97172'}",7032
Peeters De Jong Voorn,Peeters,De Jong,Voorn,MB8692350,EUR,Venlo,Lijnbaan,93,5281 50,Netherlands,+31 06 98238639,peeters.voorn@yahoo.com,"{'city': 'Venlo', 'street name': 'Lijnbaan', 'street number': 93, 'postal code': '5281 50'}",8846
Evelyne Fabienne Roth,Evelyne,Fabienne,Roth,AL8697180,CHF,Bienna,Mühlegasse,4,2744,Switzerland,053 851 74 67,evelyne.roth@yahoo.com,"{'city': 'Bienna', 'street name': 'Mühlegasse', 'street number': 4, 'postal code': '2744'}",9994
Herrmann Krüger Schneider,Herrmann,Krüger,Schneider,OQ4180086,EUR,Wiesbaden,Kurfürstendamm,2,36319,Germany,6089 131035,herrmann.schneider@unitybox.de,"{'city': 'Wiesbaden', 'street name': 'Kurfürstendamm', 'street number': 2, 'postal code': '36319'}",3492
Annina Evelyne Meier,Annina,Evelyne,Meier,DJ0296975,CHF,Basel,Waisenhausplatz,9,0433,Switzerland,040 795 05 37,annina.meier@swisscom.ch,"{'city': 'Basel', 'street name': 'Waisenhausplatz', 'street number': 9, 'postal code': '0433'}",824
Schneider Kammermann Suter,Schneider,Kammermann,Suter,LT0397231,CHF,Geneva,Gertrudstrasse,65,7023,Switzerland,+41 072 420 08 2,schneider.suter@icloud.com,"{'city': 'Geneva', 'street name': 'Gertrudstrasse', 'street number': 65, 'postal code': '7023'}",2540
Kristin Hedwig Uhlig,Kristin,Hedwig,Uhlig,VC7932466,EUR,Fürth,Luisenstraße,76,51512,Germany,8918 702739,kristin.uhlig@o2online.de,"{'city': 'Fürth', 'street name': 'Luisenstraße', 'street number': 76, 'postal code': '51512'}",5765
Schultz Wagner,Schultz,,Wagner,MV8552988,EUR,Hamburg,Weinstrasse,75,95263,Germany,5740 112402,schultz.wagner@1und1.de,"{'city': 'Hamburg', 'street name': 'Weinstrasse', 'street number': 75, 'postal code': '95263'}",2918
Wolf Maier Schmitt,Wolf,Maier,Schmitt,JC6448445,EUR,Wiesbaden,Europa-Center,87,99514,Germany,+49 5313 927943,wolf.schmitt@gmx.de,"{'city': 'Wiesbaden', 'street name': 'Europa-Center', 'street number': 87, 'postal code': '99514'}",6584
Jessica Lina Schäfer,Jessica,Lina,Schäfer,UJ6183247,EUR,Chemnitz,Europa-Center,99,11127,Germany,+49 0162 393390,jessica.schafer@vodafone.de,"{'city': 'Chemnitz', 'street name': 'Europa-Center', 'street number': 99, 'postal code': '11127'}",7456
Kaarin Laine,Kaarin,,Laine,MI7033087,EUR,Espoo,Sinikalliontie,96,45712,Finland,+358 040 203 10 86,kaarin.laine@finet.fi,"{'city': 'Espoo', 'street name': 'Sinikalliontie', 'street number': 96, 'postal code': '45712'}",2124
Østergaard Nørregaard,Østergaard,,Nørregaard,NF9897622,DKK,Varde,Linnemannsgade,6,1564,Denmark,+45 45 81 18 00,stergaard.nrregaard@wanadoo.dk,"{'city': 'Varde', 'street name': 'Linnemannsgade', 'street number': 6, 'postal code': '1564'}",5301
Benedetta Beatrice Celli,Benedetta,Beatrice,Celli,RT7133443,DKK,Vejle,Israels Plads,8,7252,Denmark,+45 65 85 89 42,benedetta.celli@icloud.com,"{'city': 'Vejle', 'street name': 'Israels Plads', 'street number': 8, 'postal code': '7252'}",1593
Adèle Ingrid Moens,Adèle,Ingrid,Moens,RX4840719,EUR,Namur,Avenue de la Joyeuse Entrée,21,3656,Belgium,0474 366 336,adelemoens@scarletbe,"{'city': 'Namur', 'street name': 'Avenue de la Joyeuse Entrée', 'street number': 21, 'postal code': '3656'}",5133
Bakker Verhoeven Schipper,Bakker,Verhoeven,Schipper,VE9882220,EUR,Hoofddorp,Zuidas,17,5958 22,Netherlands,+31 06 62546448,bakker.schipper@home.nl,"{'city': 'Hoofddorp', 'street name': 'Zuidas', 'street number': 17, 'postal code': '5958 22'}",7664
Fiona Emma Weber,Fiona,Emma,Weber,OP0029859,EUR,Bruck an der Mur,Ringstraße,20,0134,Austria,077 670 6816,fiona.weber@icloud.com,"{'city': 'Bruck an der Mur', 'street name': 'Ringstraße', 'street number': 20, 'postal code': '0134'}",2316
Anniina Johanna Seppälä,Anniina,Johanna,Seppälä,BE1753510,EUR,Kuopio,Ruoholahteenkatu,28,28366,Finland,+358 043 967 68 77,anniina.seppala@dnainternet.fi,"{'city': 'Kuopio', 'street name': 'Ruoholahteenkatu', 'street number': 28, 'postal code': '28366'}",3459
Lang Krämer Wagner,Lang,Krämer,Wagner,GL9230163,EUR,Rosenheim,Gasometerstraße,30,2656,Austria,+43 808 462 6908,lang.wagner@upc.at,"{'city': 'Rosenheim', 'street name': 'Gasometerstraße', 'street number': 30, 'postal code': '2656'}",9163
Emilie Agnes Madsen,Emilie,Agnes,Madsen,ZR9078439,DKK,Gladsaxe,Studiestræde,34,9002,Denmark,+45 67 99 44 97,emilie.madsen@webspace.dk,"{'city': 'Gladsaxe', 'street name': 'Studiestræde', 'street number': 34, 'postal code': '9002'}",6917
Ricci Moretti Celli,Ricci,Moretti,Celli,WJ8527183,EUR,Catania,Piazza Maggiore,19,43097,Italy,+39 311 8739050,ricci.celli@gmail.com,"{'city': 'Catania', 'street name': 'Piazza Maggiore', 'street number': 19, 'postal code': '43097'}",6319
Pihla Ruotsalainen,Pihla,,Ruotsalainen,JN7744611,EUR,Vaasa,Fredrikinkatu,3,81114,Finland,049 527 48 05,pihla.ruotsalainen@surffi.net,"{'city': 'Vaasa', 'street name': 'Fredrikinkatu', 'street number': 3, 'postal code': '81114'}",8283
Liisa Kristiina Ahonen,Liisa,Kristiina,Ahonen,LU9678626,EUR,Aalst,Rue des Sœurs Noires,50,8147,Belgium,+32 0487 699 050,liisa.ahonen@gmail.com,"{'city': 'Aalst', 'street name': 'Rue des Sœurs Noires', 'street number': 50, 'postal code': '8147'}",9351
Willems Teunissen Maassen,Willems,Teunissen,Maassen,PF0280134,EUR,Zaragoza,Paseo de Gracia,94,98482,Spain,+34 607 543 203,willems.maassen@hotmail.com,"{'city': 'Zaragoza', 'street name': 'Paseo de Gracia', 'street number': 94, 'postal code': '98482'}",1900
Capucine Camille Dubois,Capucine,Camille,Dubois,PA3907107,EUR,Le Mans,Rue du Faubourg Saint-Honoré,46,70410,France,08 14 02 13 65,capucine.dubois@laposte.net,"{'city': 'Le Mans', 'street name': 'Rue du Faubourg Saint-Honoré', 'street number': 46, 'postal code': '70410'}",685
Kristiina Hanna Niemi,Kristiina,Hanna,Niemi,OG7146467,EUR,Hyvinkää,Kampintori,44,91757,Finland,+358 048 453 31 47,kristiina.niemi@pp.inet.fi,"{'city': 'Hyvinkää', 'street name': 'Kampintori', 'street number': 44, 'postal code': '91757'}",9735
Ophélie Léa De Smet,Ophélie,Léa,De Smet,MD6796670,EUR,Ghent,Avenue Franklin Roosevelt,100,5713,Belgium,+32 0418 036 299,ophelie.desmet@edpnet.be,"{'city': 'Ghent', 'street name': 'Avenue Franklin Roosevelt', 'street number': 100, 'postal code': '5713'}",4816
Mikkelsen Petersen Bjerregaard,Mikkelsen,Petersen,Bjerregaard,ZZ6878260,DKK,Varde,Israels Plads,20,6884,Denmark,74 53 86 06,mikkelsen.bjerregaard@telenor.dk,"{'city': 'Varde', 'street name': 'Israels Plads', 'street number': 20, 'postal code': '6884'}",1558
Laurent Dubois Simon,Laurent,Dubois,Simon,GW1518921,EUR,Bordeaux,Rue Royale,49,89913,France,+33 08 23 22 10 01,laurent.simon@outlook.com,"{'city': 'Bordeaux', 'street name': 'Rue Royale', 'street number': 49, 'postal code': '89913'}",4218
Landi Lotti Marino,Landi,Lotti, Marino,GV9232492,EUR,Palermo,Via Condotti,62,65055,Italy,++49 392 5631426,landi.marino@libero.it,"{'city': 'Palermo', 'street name': 'Via Condotti', 'street number': 62, 'postal code': '65055'}",3801
Flavia Francesca Rizzo,Flavia,Francesca,Rizzo,XD6250238,EUR,Palma de Mallorca,Plaza de la Sal,4,31070,Spain,+34 680 327 545,flavia.rizzo@ya.com,"{'city': 'Palma de Mallorca', 'street name': 'Plaza de la Sal', 'street number': 4, 'postal code': '31070'}",9507
Sophia Gertrud Schwarz,Sophia,Gertrud,Schwarz,TH6596793,EUR,Bruck an der Mur,Schlossallee,31,8230,Austria,++45287 058 1013,sophia.schwarz@kabsi.at,"{'city': 'Bruck an der Mur', 'street name': 'Schlossallee', 'street number': 31, 'postal code': '8230'}",6789
Simon Nicolas Durand,Simon,Nicolas,Durand,RB7816790,EUR,Paris,Avenue Victor Hugo,4,24470,France,08 11 62 12 37,simon.durand@bbox.fr,"{'city': 'Paris', 'street name': 'Avenue Victor Hugo', 'street number': 4, 'postal code': '24470'}",671
Katriina Emilia Laaksonen,Katriina,Emilia,Laaksonen,PI6591380,EUR,Espoo,Paasivuorenkatu,98,02746,Finland,041 788 75 59,katriina.laaksonen@suomi24.fi,"{'city': 'Espoo', 'street name': 'Paasivuorenkatu', 'street number': 98, 'postal code': '02746'}",2329
Sofia Esposito,Sofia,,Esposito,HM6202275,EUR,Brescia,Via Ugo Bassi,29,56956,Italy,397 4301619,sofia.esposito@aruba.it,"{'city': 'Brescia', 'street name': 'Via Ugo Bassi', 'street number': 29, 'postal code': '56956'}",8613
Clémentine Emma Renault,Clémentine,Emma,Renault,DT5125382,EUR,Toulouse,Quai d'Orsay,35,62028,France,+33 03 11 63 38 13,clementine.renault@bbox.fr,"{'city': 'Toulouse', 'street name': ""Quai d'Orsay"", 'street number': 35, 'postal code': '62028'}",5930
Lemaire Janssens Peeters,Lemaire,Janssens,Peeters,IN5173702,EUR,Antwerp,Quai des Péniches,97,3917,Belgium,+32 0432 050 818,lemaire.peeters@hotmail.com,"{'city': 'Antwerp', 'street name': 'Quai des Péniches', 'street number': 97, 'postal code': '3917'}",2927
